nose_x,nose_y,nose_z,nose_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,trunk_lateral_inclination,center_mass_x,center_mass_y,left_knee_angle,right_knee_angle,person_height,center_mass_velocity_x,center_mass_velocity_y,center_mass_acceleration_x,center_mass_acceleration_y,body_orientation,torso_leg_ratio,frame,timestamp,activity,source_file
0.5663847923278809,0.1081143915653228,-0.2820887565612793,0.999994158744812,0.5507441759109497,0.2199989557266235,-0.019555602222681,0.9984166622161864,0.5156249403953552,0.2263643443584442,-0.2343062609434127,0.9999797344207764,0.5630844235420227,0.530126690864563,0.0675764083862304,0.9992355108261108,0.5368030667304993,0.5400815606117249,-0.0676691606640815,0.999714195728302,0.5658736228942871,0.7010356783866882,0.1843404173851013,0.8523035645484924,0.5497932434082031,0.7258211970329285,0.0372823141515255,0.992323875427246,0.5497986078262329,0.8437973260879517,0.3032066226005554,0.867710530757904,0.5517673492431641,0.8903999924659729,0.150383785367012,0.9673609733581544,0.567732036113739,0.5051990747451782,0.0124122183769941,0.1210206747055053,0.5455447435379028,0.5579734444618225,-0.202775627374649,0.98940771818161,-176.92452976332228,0.549943745136261,0.5351041257381439,172.10071471176957,174.17567419675518,0.9139274700584504,0.0,0.0,0.0,0.0,169.72662640249368,2.3766992619908742,0,1761939697.3277097,sit_down,sit_down-person1-take1.csv
0.566374659538269,0.1094984486699104,-0.2493352890014648,0.9999924302101136,0.5499906539916992,0.2198467850685119,0.0151397613808512,0.9980701208114624,0.5153985619544983,0.226048469543457,-0.2202264070510864,0.999980330467224,0.563725471496582,0.5289720892906189,0.0711003690958023,0.9991127252578736,0.5377678871154785,0.5400413274765015,-0.071180947124958,0.9997005462646484,0.5672620534896851,0.6938483119010925,0.1871353983879089,0.8425312042236328,0.5498491525650024,0.7238876223564148,0.0322865769267082,0.991718888282776,0.5498694777488708,0.8405771851539612,0.3058812320232391,0.8585373759269714,0.5528053045272827,0.8858174681663513,0.1381266266107559,0.9673460125923156,0.5660221576690674,0.5043705105781555,0.0465319715440273,0.1203123852610588,0.5450863242149353,0.5557605028152466,-0.2360845506191253,0.9899132251739502,-176.68392790010014,0.5507466793060303,0.5345067083835602,172.6356791670207,175.49000434457824,0.8890718625902824,0.022042412540498,-0.0164004974310305,0.6051155485699596,-0.4502318419803062,169.8359667897329,2.5005598408560505,1,1761939697.3630748,sit_down,sit_down-person1-take1.csv
0.5663663148880005,0.1113050878047943,-0.2470066845417022,0.9999905824661256,0.5481230020523071,0.2198138386011123,0.0161000899970531,0.9978660941123962,0.5153903961181641,0.2260488271713256,-0.2216004431247711,0.9999810457229614,0.5637406706809998,0.528755247592926,0.0731008276343345,0.9990690350532532,0.5378509163856506,0.5403302907943726,-0.0731760188937187,0.9996960163116456,0.5673244595527649,0.6942881345748901,0.1949684619903564,0.8324246406555176,0.5497769713401794,0.7257929444313049,0.0354478992521762,0.9911969900131226,0.5497483015060425,0.8444085121154785,0.3215236067771911,0.8505029082298279,0.5527936220169067,0.8858031630516052,0.1524018049240112,0.9672349691390992,0.5644156336784363,0.5043063163757324,0.0405470989644527,0.1174206435680389,0.544802725315094,0.5551844239234924,-0.2412676066160202,0.9902395606040956,-176.5036412485954,0.5507957935333252,0.5345427691936493,172.80770400925098,173.7445928956676,0.895918417541304,0.0016480263684218,0.0012100193603097,-0.684332993320564,0.5909203428853724,169.21535334748242,2.6149895013370426,2,1761939697.3928766,sit_down,sit_down-person1-take1.csv
0.5663120746612549,0.1127976402640342,-0.2354094088077545,0.999988853931427,0.5464678406715393,0.2193898558616638,0.0217600762844085,0.9976392388343812,0.515354335308075,0.2260834574699401,-0.2127066105604171,0.9999815821647644,0.5637062788009644,0.5281721949577332,0.0731929466128349,0.9990209341049194,0.53835529088974,0.5403388738632202,-0.073271170258522,0.9996898770332336,0.567047655582428,0.694610595703125,0.1938144862651825,0.8256580829620361,0.5496839284896851,0.7259361147880554,0.0346818529069423,0.9907156825065612,0.5487886667251587,0.846824586391449,0.313829243183136,0.8451672196388245,0.552681565284729,0.8862414956092834,0.1450615674257278,0.9672568440437316,0.5616359114646912,0.5050366520881653,0.0519432127475738,0.1147833690047264,0.5442184209823608,0.5548833012580872,-0.2312845289707183,0.990604281425476,-176.30463855673605,0.5510307848453522,0.5342555344104767,173.26255627988007,175.12581403664467,0.8856916473397582,0.0065766646426498,-0.0080387943976992,0.1379370190111717,-0.2588450862462879,167.85873102199727,2.6363405329997565,3,1761939697.4286077,sit_down,sit_down-person1-take1.csv
0.5661969184875488,0.1133428886532783,-0.239166647195816,0.9999873638153076,0.5463066697120667,0.2188882380723953,0.0157737638801336,0.9974908232688904,0.5143268704414368,0.2260991781949997,-0.2164464741945266,0.9999821782112122,0.5638623833656311,0.5274225473403931,0.0734267383813858,0.9990049004554749,0.5383241772651672,0.5401031374931335,-0.07350604981184,0.9996933937072754,0.5680488348007202,0.692663848400116,0.1946494281291961,0.8229001760482788,0.5490490198135376,0.7236045598983765,0.0356280729174613,0.9905948042869568,0.548798680305481,0.8420476317405701,0.3157573938369751,0.8445516228675842,0.5525690317153931,0.8839855790138245,0.1469924747943878,0.9684009552001952,0.5618116855621338,0.5046758055686951,0.051711481064558,0.1143803894519805,0.5428537130355835,0.5537847876548767,-0.2399248629808426,0.9909886717796326,-176.18130076902486,0.5510932803153992,0.5337628424167633,172.5682756074866,175.5497639397474,0.8852461333354779,0.0017662219526986,-0.013924263863621,-0.135950805311186,-0.1663327816373121,167.29321228747304,2.641281709127796,4,1761939697.4639914,sit_down,sit_down-person1-take1.csv
0.5660296678543091,0.1133714541792869,-0.2416004240512848,0.9999863505363464,0.5452290773391724,0.2181923538446426,0.0123473927378654,0.997417688369751,0.5140212774276733,0.2265230417251587,-0.2183078080415725,0.9999826550483704,0.5640274882316589,0.5268687009811401,0.0732908397912979,0.9990057349205016,0.5382170081138611,0.5401161909103394,-0.0733706653118133,0.9996975660324096,0.5686448812484741,0.692630410194397,0.1955510675907135,0.8228464126586914,0.5486705899238586,0.7236343622207642,0.0379470847547054,0.9905895590782166,0.5494665503501892,0.8405657410621643,0.3160605728626251,0.8454997539520264,0.5523335337638855,0.8838203549385071,0.1500055789947509,0.9693981409072876,0.5618827939033508,0.5047075152397156,0.0529296286404132,0.1145435497164726,0.5419007539749146,0.5537398457527161,-0.234508991241455,0.991324245929718,-176.04757394447583,0.55112224817276,0.5334924459457397,172.44550942382136,175.87344321185617,0.8867015530902718,0.0007964915040906,-0.0074347401405496,-0.0266634171092816,0.178433994845903,165.0538294073627,2.770707556449954,5,1761939697.5003607,sit_down,sit_down-person1-take1.csv
0.5657310485839844,0.1134723350405693,-0.2439314424991607,0.9999855756759644,0.5448459386825562,0.217566430568695,0.0136591121554374,0.9972716569900512,0.5139821171760559,0.2266661822795868,-0.2169274389743805,0.9999828338623048,0.564049243927002,0.5260100364685059,0.0732528865337371,0.9989808797836304,0.5380144119262695,0.5400675535202026,-0.0733359977602958,0.9996948838233948,0.5689256191253662,0.6919666528701782,0.1947509348392486,0.8218708634376526,0.5486475229263306,0.7226331830024719,0.0369707606732845,0.9904184937477112,0.5497157573699951,0.8394423723220825,0.3153809309005737,0.8448313474655151,0.5521460771560669,0.8832349181175232,0.145372062921524,0.969926655292511,0.5617949962615967,0.5046695470809937,0.0535904467105865,0.1148197650909423,0.5411959886550903,0.5535271167755127,-0.2319413125514984,0.99165016412735,-176.02274312810226,0.5510318279266357,0.5330387949943542,172.23992225380957,176.57372807887776,0.8857150123915581,-0.0022185238699713,-0.0111306428308189,-0.0739755072828994,-0.0906815529807909,163.5726092570956,2.7515276414036105,6,1761939697.5411177,sit_down,sit_down-person1-take1.csv
0.5657259821891785,0.1134978830814361,-0.2437014132738113,0.9999846816062928,0.5449790358543396,0.2175261378288269,0.0144877340644598,0.9970932602882384,0.5140233635902405,0.2269158959388733,-0.2147691249847412,0.9999829530715942,0.5643625855445862,0.5258103609085083,0.0732129514217376,0.9989612102508544,0.5379698872566223,0.540151059627533,-0.0732952207326889,0.9996933937072754,0.5698792934417725,0.6912100315093994,0.1941671669483184,0.8218567371368408,0.548650324344635,0.7221392393112183,0.0365736559033393,0.9902647733688354,0.5501067638397217,0.8377493023872375,0.3104742467403412,0.8448042273521423,0.5520814061164856,0.8819154500961304,0.1435367614030838,0.9702178239822388,0.5618244409561157,0.5043246746063232,0.0548244826495647,0.1147540286183357,0.5408718585968018,0.5531463623046875,-0.2303735315799713,0.9920109510421752,-176.01199913906387,0.5511662364006042,0.5329807102680206,172.08473438484828,176.71766798379525,0.8824932125142296,0.0026428795784519,-0.0011421224608431,0.0955899841513283,0.1964047037015345,163.12591935236728,2.651219853167155,7,1761939697.5919745,sit_down,sit_down-person1-take1.csv
0.5657008290290833,0.1140260770916938,-0.2449738681316375,0.9999843835830688,0.5439364314079285,0.2174351811408996,0.0145371351391077,0.9969512820243835,0.5147494673728943,0.2289160043001175,-0.215120792388916,0.9999829530715942,0.5636222958564758,0.5254788994789124,0.0731382220983505,0.9989337921142578,0.5382764935493469,0.5401923060417175,-0.0732202678918838,0.9996873736381532,0.5679146647453308,0.6918338537216187,0.1932375878095626,0.8214892745018005,0.5489662289619446,0.722760021686554,0.0365690216422081,0.9902085661888124,0.5496388673782349,0.8407458662986755,0.3070804178714752,0.8457047343254089,0.5521020889282227,0.8829928040504456,0.1426125317811966,0.9706906080245972,0.5607088804244995,0.5045335292816162,0.0521839372813701,0.1120245084166526,0.5409222841262817,0.553744912147522,-0.2153815329074859,0.992273449897766,-176.00867102812768,0.5509493947029114,0.5328356027603149,173.0412225164434,176.83192821275358,0.8833009864277555,-0.0056650783269488,-0.0037909931794823,-0.2170488092089693,-0.0692028344119795,158.52758223675036,2.853854792892349,8,1761939697.6302514,sit_down,sit_down-person1-take1.csv
0.565857470035553,0.1147466152906417,-0.2398252785205841,0.9999845623970032,0.5440727472305298,0.2193831950426101,0.0168235134333372,0.9969196319580078,0.5150396823883057,0.2308318614959716,-0.2137142121791839,0.999983251094818,0.5636109709739685,0.5260199904441833,0.073106862604618,0.9989434480667114,0.5391021966934204,0.5414746999740601,-0.0731903687119484,0.999692678451538,0.5671957731246948,0.6926451921463013,0.1930164247751236,0.8183732628822327,0.5493096709251404,0.7227805256843567,0.0386327542364597,0.990184247493744,0.5491396188735962,0.8413448929786682,0.307131290435791,0.8456057906150818,0.5521633625030518,0.883310079574585,0.1456743329763412,0.9717018604278564,0.5602731108665466,0.5068209171295166,0.0519149489700794,0.1118293479084968,0.5405600070953369,0.5547500848770142,-0.2239152938127517,0.9925616979599,-175.95969796038847,0.5513565838336945,0.5337473452091217,173.2505226434453,177.19401019991986,0.8811793305499519,0.010763624102703,0.0241009699314934,0.4342757801709116,0.7372952363331577,158.47909567517067,2.8676276818017667,9,1761939697.6680815,sit_down,sit_down-person1-take1.csv
